agent,blocked_egress_line_count,proxy_access_line_count,proxy_denied_count,reason,repo_slug,run_id,status,step,variant
claude,0,56,0,,Mojang_brigadier,20260513T080251Z__Mojang_brigadier__b5419b18,passed,andvari-v3,v3
claude,0,58,0,,monkeyWie_proxyee,20260513T080257Z__monkeyWie_proxyee__c2c5bb4c,passed,andvari,generated
claude,0,60,0,,monkeyWie_proxyee,20260513T080257Z__monkeyWie_proxyee__c2c5bb4c,passed,andvari-v2,v2
claude,0,56,0,,monkeyWie_proxyee,20260513T080257Z__monkeyWie_proxyee__c2c5bb4c,passed,andvari-v3,v3
claude,0,54,0,,mouzt_mzt-biz-log,20260513T080303Z__mouzt_mzt-biz-log__8d3a0271,passed,andvari,generated
claude,0,64,0,,mouzt_mzt-biz-log,20260513T080303Z__mouzt_mzt-biz-log__8d3a0271,passed,andvari-v2,v2
claude,0,50,0,,mouzt_mzt-biz-log,20260513T080303Z__mouzt_mzt-biz-log__8d3a0271,passed,andvari-v3,v3
claude,0,82,2,runner-timeout,Netflix_concurrency-limits,20260513T080309Z__Netflix_concurrency-limits__e8df64d8,error,andvari,generated
claude,0,68,0,,Netflix_concurrency-limits,20260513T080309Z__Netflix_concurrency-limits__e8df64d8,passed,andvari-v2,v2
claude,0,58,0,,Netflix_concurrency-limits,20260513T080309Z__Netflix_concurrency-limits__e8df64d8,passed,andvari-v3,v3
claude,0,58,0,,pwittchen_ReactiveNetwork,20260513T080314Z__pwittchen_ReactiveNetwork__ddfde340,passed,andvari,generated
claude,0,46,0,,pwittchen_ReactiveNetwork,20260513T080314Z__pwittchen_ReactiveNetwork__ddfde340,passed,andvari-v2,v2
claude,0,72,0,,pwittchen_ReactiveNetwork,20260513T080314Z__pwittchen_ReactiveNetwork__ddfde340,passed,andvari-v3,v3
claude,0,58,0,,RikkaApps_Shizuku-API,20260513T080320Z__RikkaApps_Shizuku-API__a27f6e41,passed,andvari,generated
claude,0,58,0,,RikkaApps_Shizuku-API,20260513T080320Z__RikkaApps_Shizuku-API__a27f6e41,passed,andvari-v2,v2
claude,0,24,0,,RikkaApps_Shizuku-API,20260513T080320Z__RikkaApps_Shizuku-API__a27f6e41,passed,andvari-v3,v3
